"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	1984.64	1161.56
"10130"	"tcruzi-260"	440.2	1140.56
"10141"	"tcruzi-271"	897.43	538.32
"10236"	"tcruzi-366"	5712.66	4928.58
"10723"	"tcruzi-853"	684.37	1220.11
"10725"	"tcruzi-855"	1072.02	642.84
"10741"	"tcruzi-871"	615.52	936.74
"10756"	"tcruzi-886"	355.33	222.03
"10759"	"tcruzi-889"	843.44	993.27
"10760"	"tcruzi-890"	648.27	556.74
"10778"	"tcruzi-908"	391.65	2370.33
"10779"	"tcruzi-909"	296.25	990.16
"10785"	"tcruzi-915"	2558.57	296.21
"11029"	"tcruzi-1159"	806.55	414.3
"11109"	"tcruzi-1239"	10310.45	7434.34
"11194"	"tcruzi-1324"	3164.45	1884.7
"11472"	"tcruzi-1602"	971.53	773.3
"11473"	"tcruzi-1603"	1135.01	589.35
"11474"	"tcruzi-1604"	802.42	314.93
"11475"	"tcruzi-1605"	277.46	234.52
"11524"	"tcruzi-1654"	482.75	328.64
"11535"	"tcruzi-1665"	527.98	446.07
"11724"	"tcruzi-1854"	28554.22	19527.94
"12045"	"tcruzi-2175"	1084.8	326.15
"12122"	"tcruzi-2252"	20216.64	9434.15
"12123"	"tcruzi-2253"	20680.15	11249.31
"12125"	"tcruzi-2255"	11314.28	6518.63
"12656"	"tcruzi-2786"	111.99	228.38
"12657"	"tcruzi-2787"	217.16	173.19
"12667"	"tcruzi-2797"	1254.94	476.73
"12668"	"tcruzi-2798"	851.44	555.6
"12677"	"tcruzi-2807"	830.35	344.28
"12678"	"tcruzi-2808"	1332.79	654.89
"12679"	"tcruzi-2809"	1726.6	882.93
"12680"	"tcruzi-2810"	2342.52	1112.26
"12681"	"tcruzi-2811"	7063.97	5141.27
"12682"	"tcruzi-2812"	1779.6	1018.42
"12683"	"tcruzi-2813"	2091.75	524.22
"12716"	"tcruzi-2846"	1549.02	661.23
"12717"	"tcruzi-2847"	1404.6	573.94
"12718"	"tcruzi-2848"	3266.91	1314.11
"12731"	"tcruzi-2861"	1390.36	724.99
"12769"	"tcruzi-2899"	1314.73	851.33
"12968"	"tcruzi-3098"	6250.05	3385.47
"12977"	"tcruzi-3107"	1932.04	886.55
"13282"	"tcruzi-3412"	25096.36	19651.32
"13283"	"tcruzi-3413"	25118.88	20053.35
"13284"	"tcruzi-3414"	32199.73	25997.96
"13285"	"tcruzi-3415"	29163.03	23613.03
"13314"	"tcruzi-3444"	2102.77	833.07
"13321"	"tcruzi-3451"	2160.89	521.68
"13322"	"tcruzi-3452"	3118.96	644.31
"13354"	"tcruzi-3484"	445.5	327.58
"13355"	"tcruzi-3485"	302.84	453.91
"13357"	"tcruzi-3487"	346.86	336.37
"13381"	"tcruzi-3511"	484.9	1270.35
"13438"	"tcruzi-3568"	1093	671.25
"13444"	"tcruzi-3574"	4039.78	1036.54
"13448"	"tcruzi-3578"	2334.77	406.38
"13504"	"tcruzi-3634"	1630.37	1387.28
"13508"	"tcruzi-3638"	766.13	220.79
"13509"	"tcruzi-3639"	337.45	95.1
"13552"	"tcruzi-3682"	531.3	433.48
"13553"	"tcruzi-3683"	257.61	3131.07
"13582"	"tcruzi-3712"	3238.79	1143.18
"13595"	"tcruzi-3725"	203.85	200.87
"13627"	"tcruzi-3757"	1891.73	382.78
"13697"	"tcruzi-3827"	3231.76	1944.93
"13723"	"tcruzi-3853"	9201.55	8531.14
"14102"	"tcruzi-4232"	6808.58	4729.79
"14237"	"tcruzi-4367"	1555	3468
"14303"	"tcruzi-4433"	4780.64	2243.18
"14626"	"tcruzi-4756"	1277.44	587.67
"14771"	"tcruzi-4901"	5237.47	4098.28
"14788"	"tcruzi-4918"	1969.68	970.07
"14968"	"tcruzi-5098"	11880.24	7727.15
"14994"	"tcruzi-5124"	8673.99	3528.31
"15508"	"tcruzi-5638"	2057.86	1506.89
"15606"	"tcruzi-5736"	120.08	123.91
"15607"	"tcruzi-5737"	503.44	354.92
"15688"	"tcruzi-5818"	35374.24	31453.59
"15833"	"tcruzi-5963"	2729.99	2088.11
"16011"	"tcruzi-6141"	447.84	385.64
"16041"	"tcruzi-6171"	7935.28	6497.48
"16288"	"tcruzi-6418"	176.04	156.2
"16292"	"tcruzi-6422"	5069.42	5669.96
"16338"	"tcruzi-6468"	21763.47	15703.02
"16586"	"tcruzi-6716"	16734.94	16598.83
"17005"	"tcruzi-7135"	904.2	595.95
"17006"	"tcruzi-7136"	737.57	469.15
"17007"	"tcruzi-7137"	668.94	594.62
"17008"	"tcruzi-7138"	650.5	381.55
"17009"	"tcruzi-7139"	786.48	478.31
"17010"	"tcruzi-7140"	679.86	432.91
"17012"	"tcruzi-7142"	846.38	448.9
"17015"	"tcruzi-7145"	585.33	360.85
"17016"	"tcruzi-7146"	878.06	414.58
"17211"	"tcruzi-7341"	135.34	130.16
"17235"	"tcruzi-7365"	779.96	365.76
"17246"	"tcruzi-7376"	566.93	400.89
"17247"	"tcruzi-7377"	510.72	264.81
"17360"	"tcruzi-7490"	3832.4	3253.46
"17361"	"tcruzi-7491"	3581.73	4657.47
"17364"	"tcruzi-7494"	3165.81	3083.82
"17430"	"tcruzi-7560"	20843.44	17889.58
"17433"	"tcruzi-7563"	12641.53	6383.8
"17468"	"tcruzi-7598"	10810.33	9768.35
"17472"	"tcruzi-7602"	7836.44	6791.62
"17713"	"tcruzi-7843"	2944.23	3455.15
"17718"	"tcruzi-7848"	5074.36	5383.39
"17934"	"tcruzi-8064"	839.56	365.02
"18034"	"tcruzi-8164"	563.16	233.65
"18267"	"tcruzi-8397"	2009.45	1079.91
"18268"	"tcruzi-8398"	1398.32	822.89
"18269"	"tcruzi-8399"	1085.19	775.77
"18270"	"tcruzi-8400"	1549.41	943.75
"18277"	"tcruzi-8407"	750.02	423.65
"18278"	"tcruzi-8408"	779.02	483.35
"18279"	"tcruzi-8409"	1572.58	1159.11
"18281"	"tcruzi-8411"	738.11	605.7
"18295"	"tcruzi-8425"	4658.57	3653.07
"18310"	"tcruzi-8440"	641.48	388.2
"18311"	"tcruzi-8441"	564.99	410.36
"18346"	"tcruzi-8476"	15330.21	12053.47
"18641"	"tcruzi-8771"	9354.54	8031.7
"18648"	"tcruzi-8778"	3911.94	3412.45
"18649"	"tcruzi-8779"	4277.6	2543.48
"18651"	"tcruzi-8781"	4773.4	3253.45
"18652"	"tcruzi-8782"	4254.36	4066.86
"18674"	"tcruzi-8804"	13650.48	12029.44
"18699"	"tcruzi-8829"	22805.62	17560.01
"18702"	"tcruzi-8832"	21425.79	15314.77
"18716"	"tcruzi-8846"	26977.47	15734.38
"18719"	"tcruzi-8849"	8973.04	4857.24
"18731"	"tcruzi-8861"	25233.95	17685.22
"18732"	"tcruzi-8862"	24719.84	19178.76
"18734"	"tcruzi-8864"	22883.1	13542.6
"18736"	"tcruzi-8866"	8847.91	3301.31
"18737"	"tcruzi-8867"	10312.25	6250.6
"18751"	"tcruzi-8881"	7221.47	3268.62
"18757"	"tcruzi-8887"	13452.21	6999.86
"18762"	"tcruzi-8892"	30839.28	20127.29
"18763"	"tcruzi-8893"	24594.55	16404.35
"18764"	"tcruzi-8894"	30484.8	18965.93
"18767"	"tcruzi-8897"	25161.8	18622.28
"18768"	"tcruzi-8898"	25753.55	18172.03
"18771"	"tcruzi-8901"	22904.05	19202.11
"18772"	"tcruzi-8902"	32170.1	21049.14
"18779"	"tcruzi-8909"	15504.89	8503.72
"18794"	"tcruzi-8924"	4219.65	2327.91
"18837"	"tcruzi-8967"	17139.99	16527.62
"18838"	"tcruzi-8968"	16982.15	16261.87
"18839"	"tcruzi-8969"	17540.81	13383.61
"18848"	"tcruzi-8978"	14182.45	9790.29
"19188"	"tcruzi-9318"	3430.33	2335.5
"19189"	"tcruzi-9319"	21492.77	15247.63
"19228"	"tcruzi-9358"	1005.54	1171.57
"19229"	"tcruzi-9359"	1155.39	571.33
"19429"	"tcruzi-9559"	19665.17	14370.46
